@RELATION session_attributes.arff

@ATTRIBUTE sessionID STRING
@ATTRIBUTE /shuttle/countdown/ {0, 1}
@ATTRIBUTE /shuttle/missions/sts-71/images/images.html {0, 1}
@ATTRIBUTE /shuttle/missions/sts-71/mission-sts-71.html {0, 1}
@ATTRIBUTE / {0, 1}
@ATTRIBUTE /ksc.html {0, 1}
@ATTRIBUTE /shuttle/countdown/liftoff.html {0, 1}
@ATTRIBUTE /shuttle/missions/missions.html {0, 1}
@ATTRIBUTE /htbin/cdt_main.pl {0, 1}
@ATTRIBUTE /shuttle/missions/sts-71/movies/movies.html {0, 1}
@ATTRIBUTE /history/apollo/apollo.html {0, 1}
@ATTRIBUTE /history/apollo/apollo-13/apollo-13.html {0, 1}
@ATTRIBUTE /history/history.html {0, 1}
@ATTRIBUTE /shuttle/countdown/countdown.html {0, 1}
@ATTRIBUTE /shuttle/technology/sts-newsref/stsref-toc.html {0, 1}
@ATTRIBUTE /shuttle/resources/orbiters/atlantis.html {0, 1}
@ATTRIBUTE /htbin/cdt_clock.pl {0, 1}
@ATTRIBUTE /software/winvn/winvn.html {0, 1}
@ATTRIBUTE /shuttle/countdown/lps/fr.html {0, 1}
@ATTRIBUTE /shuttle/missions/sts-67/mission-sts-67.html {0, 1}
@ATTRIBUTE /history/apollo/apollo-13/apollo-13-info.html {0, 1}
@ATTRIBUTE /history/apollo/apollo-11/apollo-11.html {0, 1}
@ATTRIBUTE /facilities/lc39a.html {0, 1}
@ATTRIBUTE /shuttle/missions/sts-70/mission-sts-70.html {0, 1}
@ATTRIBUTE /shuttle/countdown/tour.html {0, 1}
@ATTRIBUTE /history/apollo/apollo-13/ {0, 1}
@ATTRIBUTE /history/apollo/apollo-13/images/ {0, 1}
@ATTRIBUTE /shuttle/missions/sts-71/news/ {0, 1}
@ATTRIBUTE /shuttle/missions/sts-63/mission-sts-63.html {0, 1}
@ATTRIBUTE session_time NUMERIC
@ATTRIBUTE visited_sites NUMERIC
@ATTRIBUTE avg_time_per_site NUMERIC
@ATTRIBUTE session_time_categories {t<2min, 2min<=t<5min, 5min<=t<30min}
@ATTRIBUTE session_average_time_per_site_categories {t<2min, 2min<=t<5min, 5min<=t<30min}
@ATTRIBUTE done_things_categories {x<=4, 4<=t<10, x>=10}

@DATA
fe7437cc-124d-11eb-91d9-e935f39b3778,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,167,8,20.875,2min<=t<5min,t<2min,4<=t<10
d09a9874-124c-11eb-91d9-e935f39b3778,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279,3,93.0,2min<=t<5min,t<2min,x<=4
eff800cc-124b-11eb-91d9-e935f39b3778,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,561,4,140.25,5min<=t<30min,2min<=t<5min,x<=4
8192b0aa-1246-11eb-91d9-e935f39b3778,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,474,2,237.0,5min<=t<30min,2min<=t<5min,x<=4
76485fdc-1249-11eb-91d9-e935f39b3778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,181,8,22.625,2min<=t<5min,t<2min,4<=t<10
76485fdb-1249-11eb-91d9-e935f39b3778,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1789,31,57.70967741935484,5min<=t<30min,t<2min,x>=10
b1935c04-1247-11eb-91d9-e935f39b3778,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,355,9,39.44444444444444,5min<=t<30min,t<2min,4<=t<10
73f39d88-1246-11eb-91d9-e935f39b3778,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,42,4,10.5,t<2min,t<2min,x<=4
33176604-1242-11eb-91d9-e935f39b3778,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,2,42.5,t<2min,t<2min,x<=4
7197f18e-124a-11eb-91d9-e935f39b3778,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,133,2,66.5,2min<=t<5min,t<2min,x<=4
aa258438-1247-11eb-91d9-e935f39b3778,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,3,27.666666666666668,t<2min,t<2min,x<=4
6c87259a-124d-11eb-91d9-e935f39b3778,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,72,3,24.0,t<2min,t<2min,x<=4
3619c872-1244-11eb-91d9-e935f39b3778,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,136,3,45.333333333333336,2min<=t<5min,t<2min,x<=4
c9b3c670-1247-11eb-91d9-e935f39b3778,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,296,5,59.2,2min<=t<5min,t<2min,4<=t<10
1f204428-1246-11eb-91d9-e935f39b3778,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,422,9,46.888888888888886,5min<=t<30min,t<2min,4<=t<10
fabf3d30-1251-11eb-91d9-e935f39b3778,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,516,7,73.71428571428571,5min<=t<30min,t<2min,4<=t<10
4e51e4e4-1247-11eb-91d9-e935f39b3778,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,2,28.0,t<2min,t<2min,x<=4
41956901-1248-11eb-91d9-e935f39b3778,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1306,10,130.6,5min<=t<30min,2min<=t<5min,4<=t<10
42d6712e-1248-11eb-91d9-e935f39b3778,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,34,3,11.333333333333334,t<2min,t<2min,x<=4
d167dd68-124a-11eb-91d9-e935f39b3778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,2,22.5,t<2min,t<2min,x<=4
0c7c6d51-124c-11eb-91d9-e935f39b3778,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1435,11,130.45454545454547,5min<=t<30min,2min<=t<5min,x>=10
f74f0a36-1247-11eb-91d9-e935f39b3778,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,74,4,18.5,t<2min,t<2min,x<=4
46120c84-1245-11eb-91d9-e935f39b3778,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,121,6,20.166666666666668,2min<=t<5min,t<2min,4<=t<10
1a312974-1242-11eb-91d9-e935f39b3778,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1565,11,142.27272727272728,5min<=t<30min,2min<=t<5min,x>=10
1a312972-1242-11eb-91d9-e935f39b3778,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,2,14.5,t<2min,t<2min,x<=4
c1b57a6c-1240-11eb-91d9-e935f39b3778,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1052,4,263.0,5min<=t<30min,2min<=t<5min,x<=4
c1b57a6e-1240-11eb-91d9-e935f39b3778,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1068,2,534.0,5min<=t<30min,5min<=t<30min,x<=4
c1b57a6d-1240-11eb-91d9-e935f39b3778,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,820,3,273.3333333333333,5min<=t<30min,2min<=t<5min,x<=4
c1b57a6b-1240-11eb-91d9-e935f39b3778,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1428,9,158.66666666666666,5min<=t<30min,2min<=t<5min,4<=t<10
c1b57a6a-1240-11eb-91d9-e935f39b3778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,2,35.5,t<2min,t<2min,x<=4
c06aea43-1240-11eb-91d9-e935f39b3778,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1692,7,241.71428571428572,5min<=t<30min,2min<=t<5min,4<=t<10
eadb5e90-1246-11eb-91d9-e935f39b3778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,979,11,89.0,5min<=t<30min,t<2min,x>=10
7c0e68cc-1241-11eb-91d9-e935f39b3778,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,372,9,41.333333333333336,5min<=t<30min,t<2min,4<=t<10
3ccca528-1243-11eb-91d9-e935f39b3778,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,443,8,55.375,5min<=t<30min,t<2min,4<=t<10
8bbceade-1244-11eb-91d9-e935f39b3778,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,877,16,54.8125,5min<=t<30min,t<2min,x>=10
85450b8a-1246-11eb-91d9-e935f39b3778,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,3,53.333333333333336,2min<=t<5min,t<2min,x<=4
855d31e4-124e-11eb-91d9-e935f39b3778,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295,5,59.0,2min<=t<5min,t<2min,4<=t<10
0cf6e44c-1245-11eb-91d9-e935f39b3778,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1121,2,560.5,5min<=t<30min,5min<=t<30min,x<=4
0ad0a3de-124e-11eb-91d9-e935f39b3778,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,2,15.5,t<2min,t<2min,x<=4
2655a2f4-1252-11eb-91d9-e935f39b3778,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,664,8,83.0,5min<=t<30min,t<2min,4<=t<10
54459268-1249-11eb-91d9-e935f39b3778,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,296,6,49.333333333333336,2min<=t<5min,t<2min,4<=t<10
74139634-124a-11eb-91d9-e935f39b3778,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,2,10.5,t<2min,t<2min,x<=4
9e60833e-124f-11eb-91d9-e935f39b3778,0,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,888,9,98.66666666666667,5min<=t<30min,t<2min,4<=t<10
74bf801e-1251-11eb-91d9-e935f39b3778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,310,6,51.666666666666664,5min<=t<30min,t<2min,4<=t<10
592acdfb-124b-11eb-91d9-e935f39b3778,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,2,52.0,t<2min,t<2min,x<=4
5a6612b0-124b-11eb-91d9-e935f39b3778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,240,2,120.0,2min<=t<5min,t<2min,x<=4
33fd1c40-124b-11eb-91d9-e935f39b3778,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,2,46.5,t<2min,t<2min,x<=4
56f1f53a-1242-11eb-91d9-e935f39b3778,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,182,5,36.4,2min<=t<5min,t<2min,4<=t<10
a6655b5c-1242-11eb-91d9-e935f39b3778,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,2,38.5,t<2min,t<2min,x<=4
972eedb4-1243-11eb-91d9-e935f39b3778,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,383,7,54.714285714285715,5min<=t<30min,t<2min,4<=t<10
a70caa84-124b-11eb-91d9-e935f39b3778,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,80,3,26.666666666666668,t<2min,t<2min,x<=4
c6b3fb0c-124c-11eb-91d9-e935f39b3778,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,50,4,12.5,t<2min,t<2min,x<=4
355f359e-1243-11eb-91d9-e935f39b3778,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,367,5,73.4,5min<=t<30min,t<2min,4<=t<10
eec87c7e-124e-11eb-91d9-e935f39b3778,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,3,76.66666666666667,2min<=t<5min,t<2min,x<=4
53587732-124c-11eb-91d9-e935f39b3778,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,131,5,26.2,2min<=t<5min,t<2min,4<=t<10
7e465bf0-124f-11eb-91d9-e935f39b3778,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,3,39.0,t<2min,t<2min,x<=4
20633718-124c-11eb-91d9-e935f39b3778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,123,3,41.0,2min<=t<5min,t<2min,x<=4
178a956e-1247-11eb-91d9-e935f39b3778,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,895,3,298.3333333333333,5min<=t<30min,2min<=t<5min,x<=4
a21e8b88-124a-11eb-91d9-e935f39b3778,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,63,5,12.6,t<2min,t<2min,4<=t<10
caa41960-1245-11eb-91d9-e935f39b3778,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,4,24.75,t<2min,t<2min,x<=4
6cc7efa2-1244-11eb-91d9-e935f39b3778,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,3,42.666666666666664,2min<=t<5min,t<2min,x<=4
b370995e-124e-11eb-91d9-e935f39b3778,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,7,13.142857142857142,t<2min,t<2min,4<=t<10
390c66c6-1252-11eb-91d9-e935f39b3778,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,648,2,324.0,5min<=t<30min,5min<=t<30min,x<=4
078e3410-124f-11eb-91d9-e935f39b3778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,58,2,29.0,t<2min,t<2min,x<=4
76ca6c2e-1248-11eb-91d9-e935f39b3778,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,3,45.666666666666664,2min<=t<5min,t<2min,x<=4
a348dadc-1244-11eb-91d9-e935f39b3778,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,218,4,54.5,2min<=t<5min,t<2min,x<=4
a20aa94a-1244-11eb-91d9-e935f39b3778,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,798,7,114.0,5min<=t<30min,t<2min,4<=t<10
6057488a-1244-11eb-91d9-e935f39b3778,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,2,30.0,t<2min,t<2min,x<=4
e78e5b52-1241-11eb-91d9-e935f39b3778,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,543,3,181.0,5min<=t<30min,2min<=t<5min,x<=4
8fa719f6-1250-11eb-91d9-e935f39b3778,1,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1256,11,114.18181818181819,5min<=t<30min,t<2min,x>=10
69b4689c-124c-11eb-91d9-e935f39b3778,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,3,31.0,t<2min,t<2min,x<=4
bd9317f4-1244-11eb-91d9-e935f39b3778,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,259,2,129.5,2min<=t<5min,2min<=t<5min,x<=4
d8b1941e-1250-11eb-91d9-e935f39b3778,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,55,3,18.333333333333332,t<2min,t<2min,x<=4
534eae64-1247-11eb-91d9-e935f39b3778,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,525,11,47.72727272727273,5min<=t<30min,t<2min,x>=10
e96ed9f4-124d-11eb-91d9-e935f39b3778,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1038,7,148.28571428571428,5min<=t<30min,2min<=t<5min,4<=t<10
d3de22f6-1244-11eb-91d9-e935f39b3778,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,812,3,270.6666666666667,5min<=t<30min,2min<=t<5min,x<=4
ea0f107e-1250-11eb-91d9-e935f39b3778,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2,7.5,t<2min,t<2min,x<=4
ea3174aa-1243-11eb-91d9-e935f39b3778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,2,43.5,t<2min,t<2min,x<=4
a7d56a60-1240-11eb-91d9-e935f39b3778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,2,26.0,t<2min,t<2min,x<=4
c60962ec-124b-11eb-91d9-e935f39b3778,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,975,7,139.28571428571428,5min<=t<30min,2min<=t<5min,4<=t<10
5aa168e2-1241-11eb-91d9-e935f39b3778,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,3,15.0,t<2min,t<2min,x<=4
69b6e436-1252-11eb-91d9-e935f39b3778,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,69,3,23.0,t<2min,t<2min,x<=4
fa13597c-1240-11eb-91d9-e935f39b3778,1,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,796,9,88.44444444444444,5min<=t<30min,t<2min,4<=t<10
bc9fbf34-1251-11eb-91d9-e935f39b3778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,2,23.5,t<2min,t<2min,x<=4
784f0c0c-1249-11eb-91d9-e935f39b3778,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,101,2,50.5,t<2min,t<2min,x<=4
c914d43e-1251-11eb-91d9-e935f39b3778,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,449,12,37.416666666666664,5min<=t<30min,t<2min,x>=10
152b897c-124c-11eb-91d9-e935f39b3778,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,2,52.0,t<2min,t<2min,x<=4
1a26dd42-1250-11eb-91d9-e935f39b3778,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,2,14.5,t<2min,t<2min,x<=4
0da09c5a-1243-11eb-91d9-e935f39b3778,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,4,37.75,2min<=t<5min,t<2min,x<=4
e3d1c6fe-1249-11eb-91d9-e935f39b3778,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,611,4,152.75,5min<=t<30min,2min<=t<5min,x<=4
ed593780-1248-11eb-91d9-e935f39b3778,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,2,43.0,t<2min,t<2min,x<=4
8ad98c4c-1241-11eb-91d9-e935f39b3778,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,6.0,t<2min,t<2min,x<=4
a9c15142-1243-11eb-91d9-e935f39b3778,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,305,2,152.5,5min<=t<30min,2min<=t<5min,x<=4
96b1949e-124e-11eb-91d9-e935f39b3778,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1422,17,83.6470588235294,5min<=t<30min,t<2min,x>=10
c97c8b10-1242-11eb-91d9-e935f39b3778,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,3,27.0,t<2min,t<2min,x<=4
9bdb3d94-1244-11eb-91d9-e935f39b3778,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,2,22.0,t<2min,t<2min,x<=4
e364cede-1242-11eb-91d9-e935f39b3778,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,225,5,45.0,2min<=t<5min,t<2min,4<=t<10
fce41160-1244-11eb-91d9-e935f39b3778,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,325,2,162.5,5min<=t<30min,2min<=t<5min,x<=4
a7f66dca-124d-11eb-91d9-e935f39b3778,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,298,5,59.6,2min<=t<5min,t<2min,4<=t<10
08f7503c-1242-11eb-91d9-e935f39b3778,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,2,22.5,t<2min,t<2min,x<=4
17117a85-124d-11eb-91d9-e935f39b3778,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,242,5,48.4,2min<=t<5min,t<2min,4<=t<10
17117a84-124d-11eb-91d9-e935f39b3778,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,2,26.0,t<2min,t<2min,x<=4
ff1408b2-1241-11eb-91d9-e935f39b3778,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,2,17.0,t<2min,t<2min,x<=4
84603d00-1248-11eb-91d9-e935f39b3778,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212,3,70.66666666666667,2min<=t<5min,t<2min,x<=4
832572ac-1248-11eb-91d9-e935f39b3778,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,2,29.0,t<2min,t<2min,x<=4
f10d6f86-1248-11eb-91d9-e935f39b3778,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,516,5,103.2,5min<=t<30min,t<2min,4<=t<10
efcfd173-1248-11eb-91d9-e935f39b3778,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1553,10,155.3,5min<=t<30min,2min<=t<5min,4<=t<10
14fa3c80-1249-11eb-91d9-e935f39b3778,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1630,7,232.85714285714286,5min<=t<30min,2min<=t<5min,4<=t<10
850a6d76-1247-11eb-91d9-e935f39b3778,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,118,4,29.5,t<2min,t<2min,x<=4
0b291471-1243-11eb-91d9-e935f39b3778,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,2,33.5,t<2min,t<2min,x<=4
609dd54c-124f-11eb-91d9-e935f39b3778,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1607,3,535.6666666666666,5min<=t<30min,5min<=t<30min,x<=4
3f4a28d8-1249-11eb-91d9-e935f39b3778,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,501,9,55.666666666666664,5min<=t<30min,t<2min,4<=t<10
e387231c-1247-11eb-91d9-e935f39b3778,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,6,21.5,2min<=t<5min,t<2min,4<=t<10
7e7e0c54-1249-11eb-91d9-e935f39b3778,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,2,29.5,t<2min,t<2min,x<=4
1ddc8a33-1240-11eb-91d9-e935f39b3778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,20,4,5.0,t<2min,t<2min,x<=4
bd8da0de-124a-11eb-91d9-e935f39b3778,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195,6,32.5,2min<=t<5min,t<2min,4<=t<10
65fcebde-124c-11eb-91d9-e935f39b3778,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,2,64.0,2min<=t<5min,t<2min,x<=4
