@RELATION session_attributes.arff

@ATTRIBUTE sessionID STRING
@ATTRIBUTE /shuttle/countdown/ {0, 1}
@ATTRIBUTE /shuttle/missions/sts-71/images/images.html {0, 1}
@ATTRIBUTE /shuttle/missions/sts-71/mission-sts-71.html {0, 1}
@ATTRIBUTE / {0, 1}
@ATTRIBUTE /ksc.html {0, 1}
@ATTRIBUTE /shuttle/countdown/liftoff.html {0, 1}
@ATTRIBUTE /shuttle/missions/missions.html {0, 1}
@ATTRIBUTE /htbin/cdt_main.pl {0, 1}
@ATTRIBUTE /shuttle/missions/sts-71/movies/movies.html {0, 1}
@ATTRIBUTE /history/apollo/apollo.html {0, 1}
@ATTRIBUTE /history/apollo/apollo-13/apollo-13.html {0, 1}
@ATTRIBUTE /history/history.html {0, 1}
@ATTRIBUTE /shuttle/countdown/countdown.html {0, 1}
@ATTRIBUTE /shuttle/technology/sts-newsref/stsref-toc.html {0, 1}
@ATTRIBUTE /shuttle/resources/orbiters/atlantis.html {0, 1}
@ATTRIBUTE /htbin/cdt_clock.pl {0, 1}
@ATTRIBUTE /software/winvn/winvn.html {0, 1}
@ATTRIBUTE /shuttle/countdown/lps/fr.html {0, 1}
@ATTRIBUTE /shuttle/missions/sts-67/mission-sts-67.html {0, 1}
@ATTRIBUTE /history/apollo/apollo-13/apollo-13-info.html {0, 1}
@ATTRIBUTE /history/apollo/apollo-11/apollo-11.html {0, 1}
@ATTRIBUTE /facilities/lc39a.html {0, 1}
@ATTRIBUTE /shuttle/missions/sts-70/mission-sts-70.html {0, 1}
@ATTRIBUTE /shuttle/countdown/tour.html {0, 1}
@ATTRIBUTE /history/apollo/apollo-13/ {0, 1}
@ATTRIBUTE /history/apollo/apollo-13/images/ {0, 1}
@ATTRIBUTE /shuttle/missions/sts-71/news/ {0, 1}
@ATTRIBUTE /shuttle/missions/sts-63/mission-sts-63.html {0, 1}
@ATTRIBUTE session_time NUMERIC
@ATTRIBUTE visited_sites NUMERIC
@ATTRIBUTE avg_time_per_site NUMERIC
@ATTRIBUTE session_time_categories {t<2min, 2min<=t<5min, 5min<=t<30min}
@ATTRIBUTE session_average_time_per_site_categories {t<2min, 2min<=t<5min, 5min<=t<30min}
@ATTRIBUTE done_things_categories {x<=4, 4<=t<10, x>=10}

@DATA
342799de-1250-11eb-91d9-e935f39b3778,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,724,7,103.42857142857143,5min<=t<30min,t<2min,4<=t<10
9fd264e8-1241-11eb-91d9-e935f39b3778,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,4,22.25,t<2min,t<2min,x<=4
c7102e12-1248-11eb-91d9-e935f39b3778,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,908,3,302.6666666666667,5min<=t<30min,5min<=t<30min,x<=4
f9832f44-1251-11eb-91d9-e935f39b3778,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,651,8,81.375,5min<=t<30min,t<2min,4<=t<10
4ca1fba2-1247-11eb-91d9-e935f39b3778,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,3,30.666666666666668,t<2min,t<2min,x<=4
4ca1fba3-1247-11eb-91d9-e935f39b3778,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,2,43.5,t<2min,t<2min,x<=4
5b9f8cec-124b-11eb-91d9-e935f39b3778,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,2,23.0,t<2min,t<2min,x<=4
9b4d6bb1-1247-11eb-91d9-e935f39b3778,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,2,29.0,t<2min,t<2min,x<=4
9c8a7874-1247-11eb-91d9-e935f39b3778,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,341,3,113.66666666666667,5min<=t<30min,t<2min,x<=4
23a96b3c-124b-11eb-91d9-e935f39b3778,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,185,7,26.428571428571427,2min<=t<5min,t<2min,4<=t<10
2714d0fa-1245-11eb-91d9-e935f39b3778,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195,4,48.75,2min<=t<5min,t<2min,x<=4
52b9c19f-1249-11eb-91d9-e935f39b3778,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,2,20.5,t<2min,t<2min,x<=4
446259e6-1247-11eb-91d9-e935f39b3778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,626,3,208.66666666666666,5min<=t<30min,2min<=t<5min,x<=4
7f294ca4-1249-11eb-91d9-e935f39b3778,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,2,28.0,t<2min,t<2min,x<=4
5a1cbf22-1244-11eb-91d9-e935f39b3778,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,96,3,32.0,t<2min,t<2min,x<=4
37ddc9ae-1250-11eb-91d9-e935f39b3778,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,249,4,62.25,2min<=t<5min,t<2min,x<=4
c28ba752-124a-11eb-91d9-e935f39b3778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,2,71.5,2min<=t<5min,t<2min,x<=4
11b58a72-1251-11eb-91d9-e935f39b3778,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,2,44.0,t<2min,t<2min,x<=4
1b658c08-1246-11eb-91d9-e935f39b3778,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,129,6,21.5,2min<=t<5min,t<2min,4<=t<10
1d49fb94-124b-11eb-91d9-e935f39b3778,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268,2,134.0,2min<=t<5min,2min<=t<5min,x<=4
394d1664-1246-11eb-91d9-e935f39b3778,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,4,52.5,2min<=t<5min,t<2min,x<=4
d2221a84-1245-11eb-91d9-e935f39b3778,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,2,113.0,2min<=t<5min,t<2min,x<=4
efe04212-1240-11eb-91d9-e935f39b3778,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,597,17,35.11764705882353,5min<=t<30min,t<2min,x>=10
5b5d388a-1244-11eb-91d9-e935f39b3778,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,348,2,174.0,5min<=t<30min,2min<=t<5min,x<=4
ac29ab70-1241-11eb-91d9-e935f39b3778,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,2,60.0,t<2min,t<2min,x<=4
e79215d0-1250-11eb-91d9-e935f39b3778,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,2,17.5,t<2min,t<2min,x<=4
aadde6f2-1249-11eb-91d9-e935f39b3778,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,894,6,149.0,5min<=t<30min,2min<=t<5min,4<=t<10
91318062-1251-11eb-91d9-e935f39b3778,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,6,33.5,2min<=t<5min,t<2min,4<=t<10
b8004dd0-124d-11eb-91d9-e935f39b3778,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,3,49.333333333333336,2min<=t<5min,t<2min,x<=4
537744a6-1246-11eb-91d9-e935f39b3778,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,2,82.5,2min<=t<5min,t<2min,x<=4
91bec4ca-124e-11eb-91d9-e935f39b3778,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,4,38.5,2min<=t<5min,t<2min,x<=4
cc4cbb1c-1242-11eb-91d9-e935f39b3778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2,8.0,t<2min,t<2min,x<=4
c9bf1b66-124b-11eb-91d9-e935f39b3778,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,597,3,199.0,5min<=t<30min,2min<=t<5min,x<=4
001e49e0-124f-11eb-91d9-e935f39b3778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,3,35.0,t<2min,t<2min,x<=4
bfd4a152-124b-11eb-91d9-e935f39b3778,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263,3,87.66666666666667,2min<=t<5min,t<2min,x<=4
81cac63a-124a-11eb-91d9-e935f39b3778,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2,11.0,t<2min,t<2min,x<=4
debd66ae-124f-11eb-91d9-e935f39b3778,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,527,5,105.4,5min<=t<30min,t<2min,4<=t<10
3ed2138a-124d-11eb-91d9-e935f39b3778,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,936,3,312.0,5min<=t<30min,5min<=t<30min,x<=4
95a784aa-1244-11eb-91d9-e935f39b3778,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,524,7,74.85714285714286,5min<=t<30min,t<2min,4<=t<10
7d8b3d64-124c-11eb-91d9-e935f39b3778,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,791,4,197.75,5min<=t<30min,2min<=t<5min,x<=4
268f532a-1246-11eb-91d9-e935f39b3778,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233,4,58.25,2min<=t<5min,t<2min,x<=4
114ad9a6-1248-11eb-91d9-e935f39b3778,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,714,2,357.0,5min<=t<30min,5min<=t<30min,x<=4
33cb076a-1240-11eb-91d9-e935f39b3778,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2,7.5,t<2min,t<2min,x<=4
aabd689a-124f-11eb-91d9-e935f39b3778,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,737,3,245.66666666666666,5min<=t<30min,2min<=t<5min,x<=4
97262192-1249-11eb-91d9-e935f39b3778,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,2,100.5,2min<=t<5min,t<2min,x<=4
4cbc7ddc-1248-11eb-91d9-e935f39b3778,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,229,3,76.33333333333333,2min<=t<5min,t<2min,x<=4
8f4551e6-124e-11eb-91d9-e935f39b3778,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,57,2,28.5,t<2min,t<2min,x<=4
b54b9cee-1247-11eb-91d9-e935f39b3778,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281,5,56.2,2min<=t<5min,t<2min,4<=t<10
b0a5e3da-1246-11eb-91d9-e935f39b3778,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,2,45.5,t<2min,t<2min,x<=4
dd4aaaac-1245-11eb-91d9-e935f39b3778,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,747,4,186.75,5min<=t<30min,2min<=t<5min,x<=4
343f4a38-1247-11eb-91d9-e935f39b3778,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,370,7,52.857142857142854,5min<=t<30min,t<2min,4<=t<10
340c9e0c-1252-11eb-91d9-e935f39b3778,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261,4,65.25,2min<=t<5min,t<2min,x<=4
358b3844-1241-11eb-91d9-e935f39b3778,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,809,5,161.8,5min<=t<30min,2min<=t<5min,4<=t<10
48b6c6ca-124d-11eb-91d9-e935f39b3778,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,74,3,24.666666666666668,t<2min,t<2min,x<=4
7eb16ace-124c-11eb-91d9-e935f39b3778,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,3,20.666666666666668,t<2min,t<2min,x<=4
7eb16acf-124c-11eb-91d9-e935f39b3778,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,4,56.25,2min<=t<5min,t<2min,x<=4
651c7e18-124d-11eb-91d9-e935f39b3778,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,229,3,76.33333333333333,2min<=t<5min,t<2min,x<=4
71f5ff7e-1243-11eb-91d9-e935f39b3778,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2,8.0,t<2min,t<2min,x<=4
cc042f5e-1248-11eb-91d9-e935f39b3778,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1095,5,219.0,5min<=t<30min,2min<=t<5min,4<=t<10
29e8d6f3-1248-11eb-91d9-e935f39b3778,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,662,5,132.4,5min<=t<30min,2min<=t<5min,4<=t<10
93455ac8-124b-11eb-91d9-e935f39b3778,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,2,14.5,t<2min,t<2min,x<=4
8723ce16-1249-11eb-91d9-e935f39b3778,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,193,3,64.33333333333333,2min<=t<5min,t<2min,x<=4
cd6f17ca-124b-11eb-91d9-e935f39b3778,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,2,27.5,t<2min,t<2min,x<=4
636b1a8a-1251-11eb-91d9-e935f39b3778,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,2,18.5,t<2min,t<2min,x<=4
bbd33d48-1246-11eb-91d9-e935f39b3778,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,2,21.5,t<2min,t<2min,x<=4
3a29361a-1248-11eb-91d9-e935f39b3778,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,455,19,23.94736842105263,5min<=t<30min,t<2min,x>=10
aa71ca10-1246-11eb-91d9-e935f39b3778,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,4,31.25,2min<=t<5min,t<2min,x<=4
c7efb682-124c-11eb-91d9-e935f39b3778,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,2,18.5,t<2min,t<2min,x<=4
a580c9fc-1246-11eb-91d9-e935f39b3778,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,271,5,54.2,2min<=t<5min,t<2min,4<=t<10
91b05bfc-124d-11eb-91d9-e935f39b3778,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,3,30.666666666666668,t<2min,t<2min,x<=4
3ec44042-1244-11eb-91d9-e935f39b3778,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301,5,60.2,5min<=t<30min,t<2min,4<=t<10
7331f0a0-1243-11eb-91d9-e935f39b3778,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,2,30.0,t<2min,t<2min,x<=4
82391314-1241-11eb-91d9-e935f39b3778,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,2,58.0,t<2min,t<2min,x<=4
6bc11367-1241-11eb-91d9-e935f39b3778,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1.5,t<2min,t<2min,x<=4
8ff42786-1251-11eb-91d9-e935f39b3778,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,4,25.5,t<2min,t<2min,x<=4
b9a2a536-124b-11eb-91d9-e935f39b3778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,2,57.5,t<2min,t<2min,x<=4
63139fe0-124b-11eb-91d9-e935f39b3778,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,520,6,86.66666666666667,5min<=t<30min,t<2min,4<=t<10
1be12738-1245-11eb-91d9-e935f39b3778,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,2,43.5,t<2min,t<2min,x<=4
ce32eac2-124d-11eb-91d9-e935f39b3778,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,50,5,10.0,t<2min,t<2min,4<=t<10
f915ec30-1243-11eb-91d9-e935f39b3778,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,2,42.0,t<2min,t<2min,x<=4
004f6f5b-1242-11eb-91d9-e935f39b3778,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,3,45.333333333333336,2min<=t<5min,t<2min,x<=4
004f6f5a-1242-11eb-91d9-e935f39b3778,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274,3,91.33333333333333,2min<=t<5min,t<2min,x<=4
5516ad12-124e-11eb-91d9-e935f39b3778,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,2,14.5,t<2min,t<2min,x<=4
b9be20a4-1241-11eb-91d9-e935f39b3778,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1604,10,160.4,5min<=t<30min,2min<=t<5min,4<=t<10
b9be20a3-1241-11eb-91d9-e935f39b3778,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1773,4,443.25,5min<=t<30min,5min<=t<30min,x<=4
b9be20a2-1241-11eb-91d9-e935f39b3778,1,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,610,14,43.57142857142857,5min<=t<30min,t<2min,x>=10
b9be20a6-1241-11eb-91d9-e935f39b3778,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1265,6,210.83333333333334,5min<=t<30min,2min<=t<5min,4<=t<10
b9be20a1-1241-11eb-91d9-e935f39b3778,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1791,9,199.0,5min<=t<30min,2min<=t<5min,4<=t<10
baced5f6-1241-11eb-91d9-e935f39b3778,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,486,3,162.0,5min<=t<30min,2min<=t<5min,x<=4
baced5f7-1241-11eb-91d9-e935f39b3778,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1589,14,113.5,5min<=t<30min,t<2min,x>=10
baced5f8-1241-11eb-91d9-e935f39b3778,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,526,4,131.5,5min<=t<30min,2min<=t<5min,x<=4
b9be20a0-1241-11eb-91d9-e935f39b3778,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1302,4,325.5,5min<=t<30min,5min<=t<30min,x<=4
b9be209f-1241-11eb-91d9-e935f39b3778,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,527,3,175.66666666666666,5min<=t<30min,2min<=t<5min,x<=4
baced5f9-1241-11eb-91d9-e935f39b3778,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1240,9,137.77777777777777,5min<=t<30min,2min<=t<5min,4<=t<10
b9be209e-1241-11eb-91d9-e935f39b3778,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1054,3,351.3333333333333,5min<=t<30min,5min<=t<30min,x<=4
b9be209d-1241-11eb-91d9-e935f39b3778,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1626,2,813.0,5min<=t<30min,5min<=t<30min,x<=4
b9be209b-1241-11eb-91d9-e935f39b3778,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1301,4,325.25,5min<=t<30min,5min<=t<30min,x<=4
b9be20a5-1241-11eb-91d9-e935f39b3778,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,517,5,103.4,5min<=t<30min,t<2min,4<=t<10
e8a84f44-124f-11eb-91d9-e935f39b3778,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,4,27.0,t<2min,t<2min,x<=4
4906904d-1248-11eb-91d9-e935f39b3778,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,2,27.5,t<2min,t<2min,x<=4
28de6060-1243-11eb-91d9-e935f39b3778,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1408,3,469.3333333333333,5min<=t<30min,5min<=t<30min,x<=4
de770e10-1246-11eb-91d9-e935f39b3778,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,298,2,149.0,2min<=t<5min,2min<=t<5min,x<=4
33a23904-124d-11eb-91d9-e935f39b3778,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1302,13,100.15384615384616,5min<=t<30min,t<2min,x>=10
b5bacabc-124f-11eb-91d9-e935f39b3778,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,3,54.0,2min<=t<5min,t<2min,x<=4
b5bacabd-124f-11eb-91d9-e935f39b3778,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1571,2,785.5,5min<=t<30min,5min<=t<30min,x<=4
a7a8a24e-1247-11eb-91d9-e935f39b3778,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,2,25.0,t<2min,t<2min,x<=4
5495f566-124c-11eb-91d9-e935f39b3778,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,2,33.5,t<2min,t<2min,x<=4
2cb5e5f2-1250-11eb-91d9-e935f39b3778,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,438,5,87.6,5min<=t<30min,t<2min,4<=t<10
e5ef70d6-1248-11eb-91d9-e935f39b3778,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,4,25.25,t<2min,t<2min,x<=4
9910c4de-1245-11eb-91d9-e935f39b3778,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,108,3,36.0,t<2min,t<2min,x<=4
c9602468-1245-11eb-91d9-e935f39b3778,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,2,64.0,2min<=t<5min,t<2min,x<=4
db4da6c4-1244-11eb-91d9-e935f39b3778,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,42,3,14.0,t<2min,t<2min,x<=4
a59ba698-124e-11eb-91d9-e935f39b3778,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,997,2,498.5,5min<=t<30min,5min<=t<30min,x<=4
f244fdc0-1242-11eb-91d9-e935f39b3778,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,182,2,91.0,2min<=t<5min,t<2min,x<=4
e20490aa-124d-11eb-91d9-e935f39b3778,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,6,37.5,2min<=t<5min,t<2min,4<=t<10
35665f9c-1250-11eb-91d9-e935f39b3778,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,2,14.0,t<2min,t<2min,x<=4
1c6049b6-1252-11eb-91d9-e935f39b3778,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,39,2,19.5,t<2min,t<2min,x<=4
