@RELATION nasa.arff

@ATTRIBUTE date DATE "dd-MM-yyyy HH:mm:ss"
@ATTRIBUTE method {GET,HEAD,POST}
@ATTRIBUTE address STRING
@ATTRIBUTE protocol {HTTP/1.0,None,HTTP/V1.0}

@DATA
'30-06-1995 20:08:33',GET,/shuttle/missions/sts-71/images/images.html,HTTP/1.0
'30-06-1995 20:08:38',GET,/history/skylab/skylab-3.html,HTTP/1.0
'30-06-1995 20:08:41',GET,/whats-new.html,HTTP/1.0
'30-06-1995 20:08:49',GET,/shuttle/countdown/,HTTP/1.0
'30-06-1995 20:08:59',GET,/shuttle/countdown/tour.html,HTTP/1.0
'30-06-1995 20:09:00',GET,/ksc.html,HTTP/1.0
'30-06-1995 20:09:02',GET,/history/skylab/skylab-4.html,HTTP/1.0
'30-06-1995 20:09:18',GET,/software/winvn/winvn.html,HTTP/1.0
'30-06-1995 20:09:19',GET,/shuttle/missions/sts-71/sts-71-day-03-highlights.html,HTTP/1.0
'30-06-1995 20:09:23',GET,/shuttle/countdown/,HTTP/1.0
'30-06-1995 20:09:30',GET,/shuttle/missions/sts-71/mission-sts-71.html,HTTP/1.0
'30-06-1995 20:09:37',GET,/shuttle/missions/51-l/mission-51-l.html,HTTP/1.0
'30-06-1995 20:09:54',GET,/shuttle/countdown/,HTTP/1.0
'30-06-1995 20:09:55',GET,/htbin/wais.pl,HTTP/1.0
'30-06-1995 20:09:57',GET,/shuttle/missions/sts-63/mission-sts-63.html,HTTP/1.0
'30-06-1995 20:10:01',GET,/shuttle/missions/sts-71/movies/movies.html,HTTP/1.0
'30-06-1995 20:10:04',GET,/shuttle/missions/sts-71/movies/,HTTP/1.0
'30-06-1995 20:10:08',GET,/shuttle/missions/sts-71/images/images.html,HTTP/1.0
'30-06-1995 20:10:12',GET,/shuttle/missions/sts-71/mission-sts-71.html,HTTP/1.0
'30-06-1995 20:10:16',GET,/shuttle/countdown/lps/fr.html,HTTP/1.0
'30-06-1995 20:10:22',GET,/ksc.html,HTTP/1.0
'30-06-1995 20:10:23',GET,/shuttle/missions/sts-71/,HTTP/1.0
'30-06-1995 20:10:23',GET,/shuttle/countdown/liftoff.html,HTTP/1.0
'30-06-1995 20:10:28',GET,/shuttle/countdown/,HTTP/1.0
'30-06-1995 20:10:29',GET,/shuttle/missions/sts-71/images/,HTTP/1.0
'30-06-1995 20:10:32',GET,/shuttle/missions/sts-71/images/images.html,HTTP/1.0
'30-06-1995 20:10:34',GET,/shuttle/missions/sts-71/images/images.html,HTTP/1.0
'30-06-1995 20:10:39',GET,/shuttle/missions/51-l/51-l-info.html,HTTP/1.0
'30-06-1995 20:10:40',GET,/shuttle/missions/sts-71/images/images.html,HTTP/1.0
'30-06-1995 20:10:43',GET,/,HTTP/1.0
'30-06-1995 20:10:45',GET,/ksc.html,HTTP/1.0
'30-06-1995 20:10:51',GET,/software/,HTTP/1.0
'30-06-1995 20:11:02',GET,/software/winvn/,HTTP/1.0
'30-06-1995 20:11:13',GET,/history/apollo/apollo-13/apollo-13-info.html,HTTP/1.0
'30-06-1995 20:11:14',GET,/htbin/cdt_main.pl,HTTP/1.0
'30-06-1995 20:11:15',GET,/shuttle/missions/,HTTP/1.0
'30-06-1995 20:11:19',GET,/shuttle/countdown/,HTTP/1.0
'30-06-1995 20:11:19',GET,/shuttle/missions/100th.html,HTTP/1.0
'30-06-1995 20:11:21',GET,/,HTTP/1.0
'30-06-1995 20:11:23',GET,/shuttle/missions/sts-71/images/images.html,HTTP/1.0
'30-06-1995 20:11:24',GET,/shuttle/missions/sts-71/images/images.html,HTTP/1.0
'30-06-1995 20:11:24',GET,/facilities/tour.html,HTTP/1.0
'30-06-1995 20:11:27',GET,/shuttle/missions/sts-71/movies/movies.html,HTTP/1.0
'30-06-1995 20:11:27',GET,/shuttle/countdown/,HTTP/1.0
'30-06-1995 20:11:28',GET,/shuttle/missions/sts-71/images/images.html,HTTP/1.0
'30-06-1995 20:11:29',GET,/history/apollo/apollo-13/movies/,HTTP/1.0
'30-06-1995 20:11:32',GET,/shuttle/missions/sts-71/movies/movies.html,HTTP/1.0
'30-06-1995 20:11:33',GET,/,HTTP/1.0
'30-06-1995 20:11:36',GET,/software/winvn/release.txt,HTTP/1.0
'30-06-1995 20:11:36',GET,/shuttle/missions/sts-71/mission-sts-71.html,HTTP/1.0
'30-06-1995 20:11:37',GET,/shuttle/,HTTP/1.0
'30-06-1995 20:11:38',GET,/shuttle/missions/sts-71/images/images.html,HTTP/1.0
'30-06-1995 20:11:42',GET,/shuttle/countdown/count.html,HTTP/1.0
'30-06-1995 20:11:45',GET,/shuttle/missions/sts-71/mission-sts-71.html,HTTP/1.0
'30-06-1995 20:11:48',GET,/shuttle/movies/,HTTP/1.0
'30-06-1995 20:11:48',GET,/shuttle/missions/missions.html,HTTP/1.0
'30-06-1995 20:11:49',GET,/software/winvn/winvn.html,HTTP/1.0
'30-06-1995 20:11:56',GET,/shuttle/countdown/tour.html,HTTP/1.0
'30-06-1995 20:11:57',GET,/ksc.html,HTTP/1.0
'30-06-1995 20:11:58',GET,/shuttle/missions/sts-74/mission-sts-74.html,HTTP/1.0
'30-06-1995 20:12:08',GET,/shuttle/countdown/,HTTP/1.0
'30-06-1995 20:12:11',GET,/shuttle/missions/sts-71/images/images.html,HTTP/1.0
'30-06-1995 20:12:11',GET,/,HTTP/1.0
'30-06-1995 20:12:20',GET,/facilities/mlp.html,HTTP/1.0
'30-06-1995 20:12:26',GET,/shuttle/countdown/liftoff.html,HTTP/1.0
'30-06-1995 20:12:31',GET,/history/apollo/apollo-13/,HTTP/1.0
'30-06-1995 20:12:55',GET,/shuttle/,HTTP/1.0
'30-06-1995 20:12:57',GET,/history/apollo/apollo-13/videos/,HTTP/1.0
'30-06-1995 20:13:04',GET,/history/apollo/apollo-13/,HTTP/1.0
'30-06-1995 20:13:05',GET,/shuttle/missions/sts-71/images/images.html,HTTP/1.0
'30-06-1995 20:13:05',GET,/shuttle/missions/missions.html,HTTP/1.0
'30-06-1995 20:13:06',GET,/,HTTP/1.0
'30-06-1995 20:13:11',GET,/shuttle/technology/sts-newsref/sts-lcc.html,HTTP/1.0
'30-06-1995 20:13:13',GET,/ksc.html,HTTP/1.0
'30-06-1995 20:13:25',GET,/history/skylab/skylab.html,HTTP/1.0
'30-06-1995 20:13:25',GET,/shuttle/missions/sts-71/mission-sts-71.html,HTTP/1.0
'30-06-1995 20:13:27',GET,/shuttle/missions/sts-71/sts-71-press-kit.txt,HTTP/1.0
'30-06-1995 20:13:28',GET,/software/winvn/winvn.html,HTTP/1.0
'30-06-1995 20:13:38',GET,/ksc.html,HTTP/1.0
'30-06-1995 20:13:42',GET,/shuttle/missions/sts-78/mission-sts-78.html,HTTP/1.0
'30-06-1995 20:13:46',GET,/history/skylab/skylab-3.html,HTTP/1.0
'30-06-1995 20:13:47',GET,/shuttle/missions/51-l/movies/,HTTP/1.0
'30-06-1995 20:13:50',GET,/shuttle/countdown/,HTTP/1.0
'30-06-1995 20:14:17',GET,/shuttle/countdown/,HTTP/1.0
'30-06-1995 20:14:18',GET,/shuttle/missions/51-l/docs/,HTTP/1.0
'30-06-1995 20:14:21',GET,/shuttle/missions/sts-71/sts-71-day-01-highlights.html,HTTP/1.0
'30-06-1995 20:14:21',GET,/shuttle/missions/sts-71/images/images.html,HTTP/1.0
'30-06-1995 20:14:30',GET,/facts/faq11.html,HTTP/1.0
'30-06-1995 20:14:31',GET,/htbin/cdt_main.pl,HTTP/1.0
'30-06-1995 20:14:36',GET,/shuttle/missions/51-l/news/,HTTP/1.0
'30-06-1995 20:14:36',GET,/history/apollo/apollo.html,HTTP/1.0
'30-06-1995 20:15:53',GET,/htbin/wais.pl?51-l,HTTP/1.0
'30-06-1995 20:15:55',GET,/shuttle/technology/sts-newsref/sts-lcc.html,HTTP/1.0
'30-06-1995 20:15:58',GET,/shuttle/countdown/,HTTP/1.0
'30-06-1995 20:15:58',GET,/shuttle/countdown/,HTTP/1.0
'30-06-1995 20:15:59',GET,/history/apollo/as-201/as-201.html,HTTP/1.0
'30-06-1995 20:16:03',GET,/shuttle/missions/sts-74/mission-sts-74.html,HTTP/1.0
'30-06-1995 20:16:04',GET,/shuttle/missions/sts-68/ksc-srl-image.html,HTTP/1.0
'30-06-1995 20:16:04',GET,/ksc.html,HTTP/1.0
'30-06-1995 20:16:09',GET,/history/apollo/apollo-13/docs/,HTTP/1.0
'30-06-1995 20:16:13',GET,/shuttle/missions/sts-71/movies/movies.html,HTTP/1.0
'30-06-1995 20:16:14',GET,/facts/facts.html,HTTP/1.0
'30-06-1995 20:16:15',GET,/history/apollo/apollo-13/,HTTP/1.0
'30-06-1995 20:16:16',GET,/shuttle/countdown/,HTTP/1.0
'30-06-1995 20:16:20',GET,/shuttle/countdown/liftoff.html,HTTP/1.0
'30-06-1995 20:16:25',GET,/history/apollo/apollo-13/videos/,HTTP/1.0
'30-06-1995 20:16:27',GET,/shuttle/missions/sts-71/movies/movies.html,HTTP/1.0
'30-06-1995 20:16:29',GET,/,HTTP/1.0
'30-06-1995 20:16:33',GET,/facts/faq06.html,HTTP/1.0
